"player","position","game_num","week_num","gs","pass_cmp","pass_att","pass_cmp_perc","pass_yds","pass_td","pass_int","pass_rating","pass_sacked","pass_sacked_yds","pass_yds_per_att","pass_adj_yds_per_att","rush_att","rush_yds","rush_yds_per_att","rush_td","targets","rec","rec_yds","rec_yds_per_rec","rec_td","catch_pct","rec_yds_per_tgt","two_pt_md","all_td","scoring","sacks","tackles_solo","tackles_assists","tackles_combined","tackles_loss","qb_hits","fumbles","fumbles_lost","fumbles_forced","fumbles_rec","fumbles_rec_yds","fumbles_rec_td","offense","off_pct","defense","def_pct","special_teams","st_pct","status","reason","punt_ret","punt_ret_yds","punt_ret_yds_per_ret","punt_ret_td","kick_ret","kick_ret_yds","kick_ret_yds_per_ret","kick_ret_td","safety_md","year"
"Jerry Jeudy","WR","13","14","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","9","8","73","9.13","3","88.9%","8.11",NA,"3","18","0.0","0","0","0","0","0","0","0","0","0","0","0","60","83%","0","0%","0","0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Jerry Jeudy","WR","14","15","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","8","7","76","10.86","0","87.5%","9.50",NA,"0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","51","74%","0","0%","0","0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Jerry Jeudy","WR","15","16","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","10","6","117","19.50","0","60.0%","11.70",NA,"0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","60","90%","0","0%","0","0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Jerry Jeudy","WR","16","17","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","8","7","38","5.43","0","87.5%","4.75",NA,"0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","62","89%","0","0%","0","0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Jerry Jeudy","WR","17","18","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","39","13.00","0","6","5","154","30.80","0","83.3%","25.67",NA,"0","0","0.0","0","0","0","0","0","0","0","0","1","0","0","63","97%","0","0%","0","0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Brandon Johnson","WR","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Brandon Johnson","WR","8","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Brandon Johnson","WR","9","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Brandon Johnson","WR","10","11","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1","2","2.00","0","50.0%","1.00",NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","22","34%","0","0%","0","0%","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,2022
"Brandon Johnson","WR","11","12","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2","10","5.00","1","50.0%","2.50",NA,"1","6",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","42","70%","0","0%","0","0%","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,2022
"Brandon Johnson","WR","12","13","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0.0%","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","25","47%","0","0%","0","0%","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,2022
"Brandon Johnson","WR","13","14","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","0","0","0","0","0.0%","0.00",NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","53","74%","0","0%","0","0%","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,2022
"Brandon Johnson","WR","14","15","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","30","10.00","0","75.0%","7.50",NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","41","59%","0","0%","4","14%","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,2022
"Brandon Johnson","WR","15","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Brandon Johnson","WR","16","17","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0.0%","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","14","20%","0","0%","3","10%","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,2022
"Brandon Johnson","WR","17","18","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0.0%","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"1","1","0","0","0","0","7","11%","0","0%","3","10%","0",NA,"1","0","0.00","0",NA,NA,NA,NA,NA,2022
"Cade Johnson","WR","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cade Johnson","WR","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cade Johnson","WR","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cade Johnson","WR","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cade Johnson","WR","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cade Johnson","WR","6","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cade Johnson","WR","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cade Johnson","WR","8","8","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2%","0","0%","0","0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cade Johnson","WR","9","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cade Johnson","WR","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cade Johnson","WR","11","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cade Johnson","WR","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cade Johnson","WR","13","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cade Johnson","WR","14","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cade Johnson","WR","15","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cade Johnson","WR","16","17","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","0","0","0","0","0.0%","0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","36%","0","0%","0","0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cade Johnson","WR","17","18","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","21","10.50","0","100.0%","10.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29","41%","0","0%","0","0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cade Johnson","WR","18","19","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","39","13.00","0","100.0%","13.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44","65%","0","0%","0","0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"David Johnson","RB","11","11","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","-4","-4.00","0","1","1","11","11.00","0","100.0%","11.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","10","18%","0","0%","0","0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"David Johnson","RB","12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"David Johnson","RB","13","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"David Johnson","RB","14","15","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","12","3.00","0","0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0","0","0","18","33%","0","0%","0","0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"David Johnson","RB","15","16","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","16","2.29","0","1","1","8","8.00","0","100.0%","8.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","15","28%","0","0%","0","0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"David Johnson","RB","16","17","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","8","12%","0","0%","0","0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"David Johnson","RB","17","18","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","2","2","28","14.00","0","100.0%","14.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","7","12%","0","0%","0","0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"D'Ernest Johnson","RB","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"D'Ernest Johnson","RB","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"D'Ernest Johnson","RB","3","3","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0.0%","0",NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"0","0%","0","0%","15","53%","0",NA,NA,NA,NA,NA,"0","0","0","0",NA,2022
"D'Ernest Johnson","RB","4","4","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0.0%","0",NA,NA,NA,"0.0","1","0","1","0","0",NA,NA,NA,NA,NA,NA,"1","1%","0","0%","17","65%","0",NA,NA,NA,NA,NA,"0","0","0","0",NA,2022
"D'Ernest Johnson","RB","5","5","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0.0%","0",NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"0","0%","0","0%","15","56%","0",NA,NA,NA,NA,NA,"0","0","0","0",NA,2022
"D'Ernest Johnson","RB","6","6","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","2","2","9","4.50","0","100.0%","4.50",NA,NA,NA,"0.0","1","0","1","0","0",NA,NA,NA,NA,NA,NA,"9","13%","0","0%","14","48%","0",NA,NA,NA,NA,NA,"0","0","0","0",NA,2022
"D'Ernest Johnson","RB","7","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0.0%","0",NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"0","0%","0","0%","15","56%","0",NA,NA,NA,NA,NA,"1","27","27.00","0",NA,2022
"D'Ernest Johnson","RB","8","8","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","17","4.25","0","0","0","0","0","0","0.0%","0",NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"8","11%","0","0%","10","44%","0",NA,NA,NA,NA,NA,"0","0","0","0",NA,2022
"D'Ernest Johnson","RB","9","10","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","1","1","-2","-2.00","0","100.0%","-2.00",NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"12","18%","0","0%","13","57%","0",NA,NA,NA,NA,NA,"0","0","0","0",NA,2022
"D'Ernest Johnson","RB","10","11","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0.0%","0",NA,NA,NA,"0.0","0","1","1","0","0",NA,NA,NA,NA,NA,NA,"0","0%","0","0%","17","57%","0",NA,NA,NA,NA,NA,"0","0","0","0",NA,2022
"D'Ernest Johnson","RB","11","12","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0.0%","0",NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"0","0%","0","0%","15","48%","0",NA,NA,NA,NA,NA,"0","0","0","0",NA,2022
"D'Ernest Johnson","RB","12","13","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0.0%","0",NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"0","0%","0","0%","15","48%","0",NA,NA,NA,NA,NA,"0","0","0","0",NA,2022
"D'Ernest Johnson","RB","13","14","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0.0%","0",NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"0","0%","0","0%","12","50%","0",NA,NA,NA,NA,NA,"0","0","0","0",NA,2022
"D'Ernest Johnson","RB","14","15","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0.0%","0",NA,NA,NA,"0.0","1","0","1","0","0",NA,NA,NA,NA,NA,NA,"3","5%","0","0%","9","50%","0",NA,NA,NA,NA,NA,"0","0","0","0",NA,2022
"D'Ernest Johnson","RB","15","16","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0.0%","0",NA,NA,NA,"0.0","0","1","1","0","0",NA,NA,NA,NA,NA,NA,"2","3%","0","0%","11","50%","0",NA,NA,NA,NA,NA,"0","0","0","0",NA,2022
"D'Ernest Johnson","RB","16","17","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0.0%","0",NA,NA,NA,"0.0","0","1","1","0","0",NA,NA,NA,NA,NA,NA,"0","0%","0","0%","12","57%","0",NA,NA,NA,NA,NA,"0","0","0","0",NA,2022
"D'Ernest Johnson","RB","17","18","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0.0%","0",NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"0","0%","0","0%","10","46%","0",NA,NA,NA,NA,NA,"0","0","0","0",NA,2022
"Diontae Johnson","WR","1","1","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","12","7","55","7.86","0","58.3%","4.58","0","0","0","0.0","0","0","0","0","0","1","0","0","0","0","0","51","81%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Diontae Johnson","WR","2","2","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","10","6","57","9.50","0","60.0%","5.70","1","0","2","0.0","0","0","0","0","0","0","0","0","0","0","0","51","86%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Diontae Johnson","WR","3","3","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","11","8","84","10.50","0","72.7%","7.64","0","0","0","0.0","0","0","0","0","0","0","0","0","1","0","0","58","98%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Diontae Johnson","WR","4","4","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","11","5.50","0","4","2","11","5.50","0","50.0%","2.75","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","57","89%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Diontae Johnson","WR","5","5","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","13","5","60","12.00","0","38.5%","4.62","0","0","0","0.0","1","0","1","0","0","0","0","0","0","0","0","70","93%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Diontae Johnson","WR","6","6","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","8","4.00","0","7","5","28","5.60","0","71.4%","4.00","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","61","95%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Diontae Johnson","WR","7","7","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3.00","0","10","5","42","8.40","0","50.0%","4.20","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","70","93%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Diontae Johnson","WR","8","8","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","9","5","35","7.00","0","55.6%","3.89","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","72","95%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Diontae Johnson","WR","9","10","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","5","4","63","15.75","0","80.0%","12.60","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","77","92%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Diontae Johnson","WR","10","11","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1.00","0","5","4","21","5.25","0","80.0%","4.20","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","70","96%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Diontae Johnson","WR","11","12","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","8","5","49","9.80","0","62.5%","6.13","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","66","96%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Diontae Johnson","WR","12","13","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","11","5","60","12.00","0","45.5%","5.45","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","53","82%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Diontae Johnson","WR","13","14","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","8","6","82","13.67","0","75.0%","10.25","0","0","0","0.0","1","0","1","0","0","0","0","0","0","0","0","52","95%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Diontae Johnson","WR","14","15","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2.00","0","10","10","98","9.80","0","100.0%","9.80","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","50","74%","0","0%","1","4%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Diontae Johnson","WR","15","16","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","7","5","64","12.80","0","71.4%","9.14","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","60","88%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Diontae Johnson","WR","16","17","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","7","2","35","17.50","0","28.6%","5.00","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","64","91%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Diontae Johnson","WR","17","18","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","10","2","38","19.00","0","20.0%","3.80","1","0","2","0.0","0","0","0","0","0","0","0","0","0","0","0","60","82%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Duke Johnson","RB","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Duke Johnson","RB","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
