"player","position","game_num","week_num","gs","pass_cmp","pass_att","pass_cmp_perc","pass_yds","pass_td","pass_int","pass_rating","pass_sacked","pass_sacked_yds","pass_yds_per_att","pass_adj_yds_per_att","rush_att","rush_yds","rush_yds_per_att","rush_td","targets","rec","rec_yds","rec_yds_per_rec","rec_td","catch_pct","rec_yds_per_tgt","two_pt_md","all_td","scoring","sacks","tackles_solo","tackles_assists","tackles_combined","tackles_loss","qb_hits","fumbles","fumbles_lost","fumbles_forced","fumbles_rec","fumbles_rec_yds","fumbles_rec_td","offense","off_pct","defense","def_pct","special_teams","st_pct","status","reason","punt_ret","punt_ret_yds","punt_ret_yds_per_ret","punt_ret_td","kick_ret","kick_ret_yds","kick_ret_yds_per_ret","kick_ret_td","safety_md","year"
"Mike Gesicki","TE","8","8","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","38","12.67","1","75.0%","9.50",NA,"1","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31","46%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Mike Gesicki","TE","9","9","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1","3","3.00","0","50.0%","1.50",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","49%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Mike Gesicki","TE","10","10","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2","31","15.50","0","66.7%","10.33",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","46%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Mike Gesicki","TE","11","12","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0.0%","0.00",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41","54%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Mike Gesicki","TE","12","13","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0.0%","0.00",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","20%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Mike Gesicki","TE","13","14","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","0","0","0","0","0.0%","0.00",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","39%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Mike Gesicki","TE","14","15","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","5","5.00","0","100.0%","5.00",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","20%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Mike Gesicki","TE","15","16","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1","24","24.00","0","50.0%","12.00",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","24%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Mike Gesicki","TE","16","17","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2","18","9.00","1","50.0%","4.50",NA,"1","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","42%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Mike Gesicki","TE","17","18","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","4","46","11.50","0","66.7%","7.67",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","38%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Mike Gesicki","TE","18","19","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","2","15","7.50","1","33.3%","2.50",NA,"1","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","39%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Antonio Gibson","RB","1","1","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","58","4.14","0","8","7","72","10.29","0","87.5%","9.00",NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","49","64%","0","0%","0","0%","0",NA,NA,NA,NA,NA,"0","0","0","0",NA,2022
"Antonio Gibson","RB","2","2","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","28","2.00","1","4","2","13","6.50","0","50.0%","3.25",NA,"1","6",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","40","54%","0","0%","0","0%","0",NA,NA,NA,NA,NA,"0","0","0","0",NA,2022
"Antonio Gibson","RB","3","3","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","38","3.17","1","1","1","2","2.00","0","100.0%","2.00",NA,"1","6",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","34","44%","0","0%","1","4%","0",NA,NA,NA,NA,NA,"0","0","0","0",NA,2022
"Antonio Gibson","RB","4","4","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","49","3.77","0","3","3","14","4.67","0","100.0%","4.67",NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","30","41%","0","0%","0","0%","0",NA,NA,NA,NA,NA,"0","0","0","0",NA,2022
"Antonio Gibson","RB","5","5","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","6","2.00","0","4","3","33","11.00","0","75.0%","8.25",NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","20","32%","0","0%","0","0%","0",NA,NA,NA,NA,NA,"0","0","0","0",NA,2022
"Antonio Gibson","RB","6","6","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","35","7.00","0","4","3","18","6.00","0","75.0%","4.50",NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","15","26%","0","0%","2","10%","0",NA,NA,NA,NA,NA,"1","27","27.00","0",NA,2022
"Antonio Gibson","RB","7","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","59","5.90","0","4","3","18","6.00","1","75.0%","4.50",NA,"1","6",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","29","39%","0","0%","3","10%","0",NA,NA,NA,NA,NA,"3","78","26.00","0",NA,2022
"Antonio Gibson","RB","8","8","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","19","2.71","0","7","7","58","8.29","1","100.0%","8.29",NA,"1","6",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","22","36%","0","0%","5","19%","0",NA,NA,NA,NA,NA,"2","41","20.50","0",NA,2022
"Antonio Gibson","RB","9","9","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","36","3.27","0","3","2","11","5.50","0","66.7%","3.67",NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","37","58%","0","0%","5","18%","0",NA,NA,NA,NA,NA,"2","68","34.00","0",NA,2022
"Antonio Gibson","RB","10","10","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","44","3.14","1","3","3","14","4.67","0","100.0%","4.67",NA,"1","6",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","40","48%","0","0%","4","15%","0",NA,NA,NA,NA,NA,"1","14","14.00","0",NA,2022
"Antonio Gibson","RB","11","11","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","72","4.00","0","3","3","31","10.33","0","100.0%","10.33",NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","46","68%","0","0%","3","11%","0",NA,NA,NA,NA,NA,"2","48","24.00","0",NA,2022
"Antonio Gibson","RB","12","12","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","32","3.56","0","3","3","22","7.33","0","100.0%","7.33",NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","26","42%","0","0%","4","17%","0",NA,NA,NA,NA,NA,"2","51","25.50","0",NA,2022
"Antonio Gibson","RB","13","13","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","39","4.33","0","4","2","20","10.00","0","50.0%","5.00",NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","42","49%","0","0%","5","15%","0",NA,NA,NA,NA,NA,"2","27","13.50","0",NA,2022
"Antonio Gibson","RB","14","15","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","21","4.20","0","4","2","6","3.00","0","50.0%","1.50",NA,"0","0",NA,NA,NA,NA,NA,NA,"1","0","0","1","0","0","38","60%","0","0%","5","20%","0",NA,NA,NA,NA,NA,"3","93","31.00","0",NA,2022
"Antonio Gibson","RB","15","16","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","10","2.00","0","3","2","21","10.50","0","66.7%","7.00",NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","21","29%","0","0%","5","19%","0",NA,NA,NA,NA,NA,"3","39","13.00","0",NA,2022
"Antonio Gibson","RB","16","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Antonio Gibson","RB","17","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cullen Gillaspia","","4","4","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"0","0%","0","0%","18","55%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cullen Gillaspia","","5","5","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","1","1","0","0",NA,NA,NA,NA,NA,NA,"0","0%","0","0%","24","71%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cullen Gillaspia","","6","6","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","1","0","1","0","0",NA,NA,NA,NA,NA,NA,"0","0%","0","0%","19","73%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cullen Gillaspia","","7","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"0","0%","0","0%","17","59%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cullen Gillaspia","","8","8","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","1","0","1","0","0",NA,NA,NA,NA,NA,NA,"0","0%","0","0%","22","74%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cullen Gillaspia","","9","9","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","1","0","1","0","0",NA,NA,NA,NA,NA,NA,"0","0%","0","0%","12","44%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cullen Gillaspia","","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cullen Gillaspia","","11","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cullen Gillaspia","","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cullen Gillaspia","","13","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cullen Gillaspia","","14","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cullen Gillaspia","","15","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cullen Gillaspia","","16","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cullen Gillaspia","","17","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Cullen Gillaspia","","18","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Reggie Gilliam","RB","1","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0.0%","0",NA,"0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"19","32%","0","0%","16","84%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Reggie Gilliam","RB","2","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2","17","8.50","1","66.7%","5.67",NA,"1","6","0.0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"18","26%","0","0%","25","93%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Reggie Gilliam","RB","3","3","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2","22","11.00","0","66.7%","7.33",NA,"0","0","0.0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"20","22%","0","0%","16","73%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Reggie Gilliam","RB","4","4","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0.0%","0",NA,"0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"8","13%","0","0%","20","80%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Reggie Gilliam","RB","5","5","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0.0%","0",NA,"0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"7","13%","0","0%","22","88%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Reggie Gilliam","RB","6","6","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","18","6.00","0","100.0%","6.00",NA,"0","0","0.0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"21","29%","0","0%","17","74%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Reggie Gilliam","RB","7","8","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0.0%","0",NA,"0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"9","15%","0","0%","18","82%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Reggie Gilliam","RB","8","9","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0.0%","0",NA,"0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"10","16%","0","0%","18","78%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Reggie Gilliam","RB","9","10","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0.0%","0",NA,"0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"4","5%","0","0%","26","79%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Reggie Gilliam","RB","10","11","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0.0%","0",NA,"0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"16","25%","0","0%","17","57%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Reggie Gilliam","RB","11","12","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0.0%","0",NA,"0","0","0.0","1","1","2","0","0",NA,NA,NA,NA,NA,NA,"7","9%","0","0%","21","81%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Reggie Gilliam","RB","12","13","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0.0%","0",NA,"0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"5","7%","0","0%","14","58%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Reggie Gilliam","RB","13","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Reggie Gilliam","RB","14","15","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0.0%","0",NA,"0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"7","9%","0","0%","21","70%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Reggie Gilliam","RB","15","16","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","12","12.00","0","100.0%","12.00",NA,"0","0","0.0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"15","23%","0","0%","22","88%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Reggie Gilliam","RB","16","18","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0.0%","0",NA,"0","0","0.0","1","0","1","0","0",NA,NA,NA,NA,NA,NA,"10","17%","0","0%","23","88%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Reggie Gilliam","RB","18","19","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","14%","0","0%","31","86%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Reggie Gilliam","RB","19","20","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2%","0","0%","17","77%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Chris Godwin","WR","1","1","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","3","3","35","11.67","0","100.0%","11.67","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","19","31%","0","0%","0","0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Chris Godwin","WR","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Chris Godwin","WR","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Chris Godwin","WR","4","4","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","10","7","59","8.43","0","70.0%","5.90","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","53","83%","0","0%","0","0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Chris Godwin","WR","5","5","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2.00","0","6","6","61","10.17","0","100.0%","10.17","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","41","52%","0","0%","1","5%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Chris Godwin","WR","6","6","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","12","6","95","15.83","0","50.0%","7.92","0","0","0","0.0","0","0","0","0","0","0","0","0","1","0","0","64","89%","0","0%","0","0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Chris Godwin","WR","7","7","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2.00","0","13","7","43","6.14","0","53.8%","3.31","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","63","94%","0","0%","0","0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Chris Godwin","WR","8","8","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","11","6","75","12.50","0","54.5%","6.82","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","61","90%","0","0%","0","0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Chris Godwin","WR","9","9","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1.00","0","10","7","36","5.14","0","70.0%","3.60","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","77","92%","0","0%","0","0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Chris Godwin","WR","10","10","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","8","6","71","11.83","1","75.0%","8.88","0","1","6","0.0","0","0","0","0","0","0","0","0","0","0","0","67","89%","0","0%","1","5%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Chris Godwin","WR","11","12","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","13","12","110","9.17","1","92.3%","8.46","0","1","6","0.0","0","0","0","0","0","0","0","0","0","0","0","66","96%","0","0%","0","0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Chris Godwin","WR","12","13","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","13","8","63","7.88","0","61.5%","4.85","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","69","86%","0","0%","0","0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Chris Godwin","WR","13","14","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","9","5","54","10.80","0","55.6%","6.00","0","0","0","0.0","0","1","1","0","0","0","0","0","0","0","0","69","91%","0","0%","0","0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Chris Godwin","WR","14","15","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","8","8","83","10.38","1","100.0%","10.38","0","1","6","0.0","0","0","0","0","0","0","0","0","0","0","0","66","89%","0","0%","0","0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Chris Godwin","WR","15","16","*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","10","8","63","7.88","0","80.0%","6.30","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","73","90%","0","0%","0","0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"Chris Godwin","WR","16","17","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","9","9","120","13.33","0","100.0%","13.33","1","0","2","0.0","1","0","1","0","0","1","1","0","0","0","0","66","85%","0","0%","1","3%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
