"player","game_num","rush_att","rush_yds","rush_yds_per_att","rush_td","targets","rec","rec_yds","rec_yds_per_rec","rec_td","catch_pct","rec_yds_per_tgt","all_td","scoring","sacks","tackles_solo","tackles_assists","gs","pass_cmp","pass_att","pass_cmp_perc","pass_yds","pass_td","pass_int","pass_rating","pass_sacked","pass_sacked_yds","pass_yds_per_att","pass_adj_yds_per_att","two_pt_md","kick_ret","kick_ret_yds","kick_ret_yds_per_ret","kick_ret_td","punt_ret","punt_ret_yds","punt_ret_yds_per_ret","punt_ret_td","punt","punt_yds","punt_yds_per_punt","punt_blocked","safety_md","def_int","def_int_yds","def_int_td","year"
"Seyi Ajirotutu","3",NA,NA,NA,NA,"0","0","0",NA,"0","0.0%",NA,"0","0","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Seyi Ajirotutu","4",NA,NA,NA,NA,"0","0","0",NA,"0","0.0%",NA,"0","0","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Seyi Ajirotutu","5",NA,NA,NA,NA,"0","0","0",NA,"0","0.0%",NA,"0","0","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Seyi Ajirotutu","6",NA,NA,NA,NA,"0","0","0",NA,"0","0.0%",NA,"0","0","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Seyi Ajirotutu","7",NA,NA,NA,NA,NA,"0","0",NA,"0","0.0%",NA,"0","0","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Seyi Ajirotutu","8",NA,NA,NA,NA,"0","0","0",NA,"0","0.0%",NA,"0","0","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Seyi Ajirotutu","9",NA,NA,NA,NA,"0","0","0",NA,"0","0.0%",NA,"0","0","0.0","3","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Seyi Ajirotutu","10",NA,NA,NA,NA,"2","2","38","19.00","0","100.0%","19.00","0","0","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Seyi Ajirotutu","11",NA,NA,NA,NA,"1","1","26","26.00","1","100.0%","26.00","1","6","0.0","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Seyi Ajirotutu","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Seyi Ajirotutu","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Seyi Ajirotutu","14",NA,NA,NA,NA,"0","0","0",NA,"0","0.0%",NA,"0","0","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Seyi Ajirotutu","15",NA,NA,NA,NA,"0","0","0",NA,"0","0.0%",NA,"0","0","0.0","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Seyi Ajirotutu","16",NA,NA,NA,NA,"1","0","0",NA,"0","0.0%","0.00","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Seyi Ajirotutu",NA,NA,NA,NA,NA,"4","3","64","21.33","1","75.0%","16.00","1","6","0.0","15","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Seyi Ajirotutu","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Seyi Ajirotutu","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Seyi Ajirotutu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Dwayne Allen","1",NA,NA,NA,NA,"2","1","20","20.00","1","50.0%","10.00","1","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Keenan Allen","2",NA,NA,NA,NA,"3","2","34","17.00","0","66.7%","11.33","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Keenan Allen","3",NA,NA,NA,NA,"3","1","-4","-4.00","0","33.3%","-1.33","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Keenan Allen","4",NA,NA,NA,NA,"6","5","80","16.00","0","83.3%","13.33","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Keenan Allen","5",NA,NA,NA,NA,"9","6","115","19.17","1","66.7%","12.78","1","6","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","21","21.00","0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Keenan Allen","6",NA,NA,NA,NA,"12","9","107","11.89","1","75.0%","8.92","1","6","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Keenan Allen","7",NA,NA,NA,NA,"6","3","67","22.33","0","50.0%","11.17","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11","11.00","0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Keenan Allen","8",NA,NA,NA,NA,"11","8","128","16.00","1","72.7%","11.64","1","6","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Keenan Allen","9",NA,NA,NA,NA,"5","4","41","10.25","0","80.0%","8.20","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Keenan Allen","10",NA,NA,NA,NA,"6","3","45","15.00","0","50.0%","7.50","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","34","17.00","0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Keenan Allen","11",NA,NA,NA,NA,"11","9","124","13.78","0","81.8%","11.27","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","5","5.00","0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Keenan Allen","12",NA,NA,NA,NA,"10","8","106","13.25","0","80.0%","10.60","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0.00","0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Keenan Allen","13",NA,NA,NA,NA,"3","3","59","19.67","2","100.0%","19.67","2","12","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","1.00","0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Keenan Allen","14",NA,NA,NA,NA,"5","2","29","14.50","2","40.0%","5.80","2","12","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","11","5.50","0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Keenan Allen","15",NA,NA,NA,NA,"7","3","26","8.67","1","42.9%","3.71","1","6","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","35","11.67","0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Keenan Allen","16",NA,NA,NA,NA,"8","5","89","17.80","0","62.5%","11.13","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","6","3.00","0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Keenan Allen",NA,NA,NA,NA,NA,"105","71","1046","14.73","8","67.6%","9.96","8","48","0.0","3","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","125","8.33","0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Keenan Allen","17",NA,NA,NA,NA,"3","2","21","10.50","0","66.7%","7.00","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Keenan Allen","18",NA,NA,NA,NA,"9","6","142","23.67","2","66.7%","15.78","2","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Keenan Allen",NA,NA,NA,NA,NA,"12","8","163","20.38","2","66.7%","13.58","2","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Danny Amendola","1","0","0",NA,"0","14","10","104","10.40","0","71.4%","7.43","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Danny Amendola","5","0","0",NA,"0","9","4","55","13.75","0","44.4%","6.11","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Danny Amendola","6","1","1","1.00","0","4","2","0","0.00","0","50.0%","0.00","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Danny Amendola","8","0","0",NA,"0","6","3","15","5.00","0","50.0%","2.50","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Danny Amendola","9","0","0",NA,"0","4","4","122","30.50","1","100.0%","30.50","1","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Danny Amendola","10","0","0",NA,"0","7","6","45","7.50","0","85.7%","6.43","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","13","13.00","0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Danny Amendola","11","0","0",NA,"0","6","3","17","5.67","0","50.0%","2.83","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Danny Amendola","12","0","0",NA,"0","5","5","54","10.80","0","100.0%","10.80","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Danny Amendola","13","0","0",NA,"0","8","4","36","9.00","1","50.0%","4.50","1","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Danny Amendola","14","0","0",NA,"0","14","10","131","13.10","0","71.4%","9.36","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Danny Amendola","15","0","0",NA,"0","3","2","45","22.50","0","66.7%","15.00","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Danny Amendola","16","0","0",NA,"0","3","1","9","9.00","0","33.3%","3.00","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Danny Amendola",NA,"1","1","1.00","0","83","54","633","11.72","2","65.1%","7.63","2","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","13","13.00","0",NA,NA,NA,NA,NA,NA,NA,NA,2013
"Danny Amendola","17",NA,NA,NA,NA,"5","3","77","25.67","0","60.0%","15.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Danny Amendola","18",NA,NA,NA,NA,"1","0","0",NA,"0","0.0%","0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Danny Amendola",NA,NA,NA,NA,NA,"6","3","77","25.67","0","50.0%","12.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"C.J. Anderson","8","4","22","5.50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"C.J. Anderson","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"C.J. Anderson","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"C.J. Anderson","11","3","16","5.33","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"C.J. Anderson","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"C.J. Anderson",NA,"7","38","5.43","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"C.J. Anderson","19","2","9","4.50","0","1","1","14","14.00","0","100.0%","14.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Derek Anderson","3","2","-1","-0.50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Derek Anderson","5","2","-1","-0.50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Derek Anderson","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Derek Anderson","12","1","2","2.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Derek Anderson",NA,"5","0","0.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Joe Anderson","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Joe Anderson","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","14","14.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Joe Anderson","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","32","16.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Joe Anderson","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Joe Anderson","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Joe Anderson","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","36","18.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Joe Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","82","16.40","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Matt Asiata","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Matt Asiata","2","0","0",NA,"0","0","0","0",NA,"0","0.0%",NA,"0","0","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Matt Asiata","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Matt Asiata","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Matt Asiata","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Matt Asiata","6","0","0",NA,"0",NA,"0","0",NA,"0","0.0%",NA,"0","0","0.0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Matt Asiata","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Matt Asiata","12","0","0",NA,"0","0","0","0",NA,"0","0.0%",NA,"0","0","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","8","8.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Matt Asiata","13","0","0",NA,"0","0","0","0",NA,"0","0.0%",NA,"0","0","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","20","20.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Matt Asiata","14","30","51","1.70","3","5","3","15","5.00","0","60.0%","3.00","3","18","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Matt Asiata","16","14","115","8.21","0","3","2","-2","-1.00","0","66.7%","-0.67","0","0","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Matt Asiata",NA,"44","166","3.77","3","8","5","13","2.60","0","62.5%","1.63","3","18","0.0","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","28","14.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Miles Austin","1",NA,NA,NA,NA,"12","10","72","7.20","0","83.3%","6.00",NA,NA,"0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Miles Austin","2",NA,NA,NA,NA,"4","3","31","10.33","0","75.0%","7.75",NA,NA,"0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Miles Austin","3",NA,NA,NA,NA,"5","2","22","11.00","0","40.0%","4.40",NA,NA,"0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Miles Austin","6",NA,NA,NA,NA,"4","0","0",NA,"0","0.0%","0.00",NA,NA,"0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Miles Austin","7",NA,NA,NA,NA,"3","0","0",NA,"0","0.0%","0.00",NA,NA,"0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Miles Austin","11",NA,NA,NA,NA,"3","1","17","17.00","0","33.3%","5.67",NA,NA,"0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"Miles Austin","12",NA,NA,NA,NA,"5","1","18","18.00","0","20.0%","3.60",NA,NA,"0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
